No.,Year,site,zone,OC - C.baronessa,OC - C.trifascialis,OC - C.lunulatus, OC - C.aureofasciatus,OC - C.bennetti,OC - C.pelewensis,OC - C.plebeius,OC - C.rainfordi,SC - C.melannotus,SC - C.unimaculatus,FC - C.citrinellus,FC - C.ephippium,FC - C.kleinii,FC - C.mertensii,FC - C.speculum,FC - C.ulientensis,NC - C.auriga,NC - C.flavirostris,NC - C.lineolatus,NC - C.lunula,NC - C.rafflesi,NC - C.semion,NC - C.vagabundus,Obligate corallivores,Facultative corallivores,Non corallivores,No. species,Total
564,2009,NR,Base,2,2,6,0,0,0,0,0,2,0,1,1,3,0,0,0,1,0,0,0,0,0,0,12,5,1,8,18
565,2009,NR,Base,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,5
566,2009,WM,Flat,2,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,6,6,4,5,16
567,2009,WM,Flat,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,9
568,2009,WM,Flat,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,6,7,4,6,17
569,2009,WM,Flat,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,2,8,2,3,12
570,2009,WM,Flat,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,10
571,2009,WM,Crest,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,3,6
572,2009,WM,Crest,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,6,2,3,6,11
573,2009,WM,Crest,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,7,2,2,4,11
574,2009,WM,Crest,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,5
575,2009,WM,Crest,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,3,4,7
576,2009,WM,Slope,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2
577,2009,WM,Slope,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,1,4,12
578,2009,WM,Slope,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,4,4
579,2009,WM,Slope,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3
580,2009,WM,Slope,2,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1,1,6,10
581,2009,WM,Base,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
582,2009,WM,Base,0,0,6,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,5,15
583,2009,WM,Base,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
584,2009,WM,Base,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,3,2,4,8
585,2009,WM,Base,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,4
586,2009,LH,Flat,0,2,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,6,4,2,5,12
587,2009,LH,Flat,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,5,7
588,2009,LH,Flat,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,7
589,2009,LH,Flat,0,0,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,12
590,2009,LH,Flat,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,3,7
591,2009,LH,Crest,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,5,9
592,2009,LH,Crest,0,2,5,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,3,9,1,7,8,17
593,2009,LH,Crest,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10
594,2009,LH,Crest,0,2,4,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,8,1,5,6,14
595,2009,LH,Crest,1,2,2,0,0,1,2,0,0,0,2,0,3,0,0,0,1,0,2,0,0,0,0,8,5,3,9,16
596,2009,LH,Slope,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6
597,2009,LH,Slope,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,5,4,12
598,2009,LH,Slope,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,3,5,7
599,2009,LH,Slope,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4
600,2009,LH,Slope,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,4,6
601,2009,LH,Base,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,5
602,2009,LH,Base,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,3,4
603,2009,LH,Base,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,7,3,9
604,2009,LH,Base,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5,0,5,4,10
605,2009,LH,Base,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,3,0,0,0,0,0,1,3,4,4,6,11
606,2009,SI,Flat,0,0,2,0,0,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,5,5,1,6,11
607,2009,SI,Flat,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,6
608,2009,SI,Flat,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,3,3,8
609,2009,SI,Flat,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,3,7
610,2009,SI,Flat,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,6
611,2009,SI,Crest,1,1,6,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,11,2,2,6,15
612,2009,SI,Crest,1,3,1,0,0,0,1,3,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,9,3,4,9,16
613,2009,SI,Crest,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,4,8
614,2009,SI,Crest,1,2,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,10,2,3,6,15
615,2009,SI,Crest,5,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,10,3,2,5,15
616,2009,SI,Slope,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,3,4
617,2009,SI,Slope,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,5
618,2009,SI,Slope,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,2,4,7
619,2009,SI,Slope,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,3
620,2009,SI,Slope,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,5,2,6,9
621,2009,SI,Base,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,5,6
622,2009,SI,Base,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7
623,2009,SI,Base,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,5
624,2009,SI,Base,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,3,5
625,2009,SI,Base,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,5,8
626,2011,NR,Flat,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,4,6
627,2011,NR,Flat,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,6
628,2011,NR,Flat,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8
629,2011,NR,Flat,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,6
630,2011,NR,Flat,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,5
631,2011,NR,Crest,10,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,4,17
632,2011,NR,Crest,10,2,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,5,24
633,2011,NR,Crest,12,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,3,24
634,2011,NR,Crest,11,5,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,22,2,3,6,27
635,2011,NR,Crest,10,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,12,9,2,5,23
636,2011,NR,Slope,6,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,4,13
637,2011,NR,Slope,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,4,8
638,2011,NR,Slope,7,2,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,11,6,1,6,18
639,2011,NR,Slope,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,3,12
640,2011,NR,Slope,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,4,11
641,2011,NR,Base,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,4,7
642,2011,NR,Base,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,5,8
643,2011,NR,Base,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,3,4
644,2011,NR,Base,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,3,8
645,2011,NR,Base,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,3,4
646,2011,WM,Flat,0,0,1,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,3,4,2,6,9
647,2011,WM,Flat,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,1,2,6,8
648,2011,WM,Flat,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,4,12
649,2011,WM,Flat,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2,4,8
650,2011,WM,Flat,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8
651,2011,WM,Crest,3,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,5,11
652,2011,WM,Crest,2,2,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,7,0,5,13
653,2011,WM,Crest,1,1,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,6,11
654,2011,WM,Crest,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,6,12
655,2011,WM,Crest,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,4,1,4,10
656,2011,WM,Slope,3,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,4,0,0,0,2,7,2,7,8,16
657,2011,WM,Slope,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,5,5,10
658,2011,WM,Slope,4,0,0,3,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,7,5,2,6,14
659,2011,WM,Slope,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7
660,2011,WM,Slope,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,5,10
661,2011,WM,Base,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,5,7
662,2011,WM,Base,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,4,8
663,2011,WM,Base,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,3
664,2011,WM,Base,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,4,5
665,2011,WM,Base,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,2,6,7
666,2011,LH,Flat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,4,3,5
667,2011,LH,Flat,1,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,5,6,2,6,7,14
668,2011,LH,Flat,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,7,3,9
669,2011,LH,Flat,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,4,5
670,2011,LH,Flat,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,2,7
671,2011,LH,Crest,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,5,6
672,2011,LH,Crest,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,5
673,2011,LH,Crest,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4
674,2011,LH,Crest,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,7
675,2011,LH,Crest,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,5
676,2011,LH,Slope,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4
677,2011,LH,Slope,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,3
678,2011,LH,Slope,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,4,7
679,2011,LH,Slope,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,4,7
680,2011,LH,Slope,1,0,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,9
681,2011,LH,Base,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,3,3
682,2011,LH,Base,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,2,4,7
683,2011,LH,Base,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,0,3,6
684,2011,LH,Base,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,4,4,6
685,2011,LH,Base,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,2,3,6
686,2011,SI,Flat,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,2,3,3,5,8
687,2011,SI,Flat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,4
688,2011,SI,Flat,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6,4,14
689,2011,SI,Flat,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,2,1,4,3,5,8
690,2011,SI,Flat,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,3,4,5,4,5,13
691,2011,SI,Crest,3,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,12,1,3,7,16
692,2011,SI,Crest,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,4,15
693,2011,SI,Crest,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,11
694,2011,SI,Crest,3,2,5,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,13,3,1,7,17
695,2011,SI,Crest,5,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,10,4,2,6,16
696,2011,SI,Slope,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3
697,2011,SI,Slope,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,3,4,6
698,2011,SI,Slope,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,5
699,2011,SI,Slope,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,4,6
700,2011,SI,Slope,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,5
701,2011,SI,Base,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5
702,2011,SI,Base,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,4,4,1,6,5,11
703,2011,SI,Base,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,4,6
704,2011,SI,Base,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2
705,2011,SI,Base,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4
706,2017,NR,Flat,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,2,11
707,2017,NR,Flat,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,2,11
708,2017,NR,Flat,0,0,2,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,4,10,2,4,16
709,2017,NR,Flat,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6
710,2017,NR,Flat,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3,3,11
711,2017,NR,Crest,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,10
712,2017,NR,Crest,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,4,9
713,2017,NR,Crest,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,4,10,2,3,16
714,2017,NR,Crest,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,1,17,2,3,20
715,2017,NR,Crest,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,9
716,2017,NR,Slope,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,5,3,3,8
717,2017,NR,Slope,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,6,2,3,8
718,2017,NR,Slope,1,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,10
719,2017,NR,Slope,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,5
720,2017,NR,Slope,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,6
721,2017,NR,Base,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,1,7,1,3,9
722,2017,NR,Base,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,6,1,2,7
723,2017,NR,Base,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,2,0,0,0,0,1,7,2,5,10
724,2017,NR,Base,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,5,3,3,8
725,2017,NR,Base,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,4,1,6,6,5,13
726,2017,WM,Flat,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,2,8
727,2017,WM,Flat,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,10
728,2017,WM,Flat,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,7
729,2017,WM,Flat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
730,2017,WM,Flat,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,6
731,2017,WM,Crest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
732,2017,WM,Crest,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4
733,2017,WM,Crest,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,3,6
734,2017,WM,Crest,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,4
735,2017,WM,Crest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,2017,WM,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2
737,2017,WM,Slope,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2
738,2017,WM,Slope,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,5
739,2017,WM,Slope,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,5,3,6
740,2017,WM,Slope,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,4
741,2017,WM,Base,0,0,1,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,4,10
742,2017,WM,Base,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3
743,2017,WM,Base,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,8,0,2,10
744,2017,WM,Base,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,7,2,3,10
745,2017,WM,Base,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,9,1,2,10
746,2017,LH,Flat,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3
747,2017,LH,Flat,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,2,6
748,2017,LH,Flat,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6
749,2017,LH,Flat,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,2,10
750,2017,LH,Flat,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3,3,6
751,2017,LH,Crest,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,7
752,2017,LH,Crest,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,4
753,2017,LH,Crest,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,5
